,asin,title
B003I84LYW,B003I84LYW,Cold Case: A Jeff Resnick Mysteries Companion Story (A Jeff Resnick Mystery Book 3)
B003I84MBO,B003I84MBO,Extraordinary Popular Delusions and the Madness of Crowds (Illustrated)
B003I84MRS,B003I84MRS,A Journey into Tomorrow
B003I851R8,B003I851R8,Cutting Edge (Edge Series / Cherokee Justice Book 1)
B003ICWJ4C,B003ICWJ4C,Life... With No Breaks
B003IHW2EY,B003IHW2EY,Gold Mountain
B003IPCF5C,B003IPCF5C,Butterface
B003IPDNBW,B003IPDNBW,The Spellbound Bride
B003IX0H1S,B003IX0H1S,Second Son of a Duke
B003J359Z6,B003J359Z6,Hunting Lure (Decoy Series #1)
B003J35KXW,B003J35KXW,Celtic Fairy Tales
B003J35M3K,B003J35M3K,"Matchmaker, Matchmaker"
B003JBHPD2,B003JBHPD2,"Red Bottom (contemporary romance, spanking)"
B003JBI0QS,B003JBI0QS,So Over You
B003JH8508,B003JH8508,Stripping Asjiah ( La Femme Fatale Publishing )
B003JH86TI,B003JH86TI,101 Tips for Traveling with a Vampire
B003JH8UNA,B003JH8UNA,Eetoo: a Historical Space Opera
B003JH8V0W,B003JH8V0W,Summer Fling (Up In Flames Book 2)
B003JMEKZ2,B003JMEKZ2,Villa Caramel
B003JTHBL0,B003JTHBL0,Thin Blood
B003JTHMO6,B003JTHMO6,Sheltering Hearts (Virgin River Book 11)
B003JTHZI4,B003JTHZI4,The Mudlark
B003K15MY0,B003K15MY0,No Other
B003K15NG2,B003K15NG2,The Hungarian (Budapest Moon Book 1)
B003K16Q3G,B003K16Q3G,Imhotep
B003K16QEU,B003K16QEU,Why They Do it: Beliefs & Emotional Gratification Lead to Violent Acts
B003K16TME,B003K16TME,Force of Law
B003K16TUG,B003K16TUG,Anthology 1: The Far Corners
B003K16VAE,B003K16VAE,Off Limits
B003KN3ZHE,B003KN3ZHE,Lest We Forget
B003KRP2VW,B003KRP2VW,Watching You: A Thrilling Short Story
B003KVKSWG,B003KVKSWG,Funny Facebook Status Updates and More.
B003KVL2CQ,B003KVL2CQ,The Eco Boys- Turn the Tide
B003L0QR3K,B003L0QR3K,Reflections of Grey (The Alexis Stanton Chronicles Book 3)
B003L77O3K,B003L77O3K,"We're So Sorry, Uncle Albert"
B003L780CE,B003L780CE,Stars Shine After Dark
B003L780GA,B003L780GA,Farthest Space: The Wrath of Jan
B003L78146,B003L78146,Maebelle's hat (Willy Series Book 2)
B003LBSJ9O,B003LBSJ9O,The Wrong Suitor
B003LBSJT4,B003LBSJT4,No Limit
B003LN1VA6,B003LN1VA6,Nothing Serious
B003LSSPCS,B003LSSPCS,Immortal of My Dreams
B003LST8S8,B003LST8S8,The Billionaire's Mate (Siren Publishing Classic)
B003LST98C,B003LST98C,"Love Under Two Gunslingers [The Lost Collection] (Siren Publishing Menage Everlasting) (The Lusty, Texas Series Book 1)"
B003LSTESM,B003LSTESM,The Samurai's Kunoichi wife (The men of Five Nations International Book 1)
B003LSTW3O,B003LSTW3O,The Brave Japanese
B003LY48ZK,B003LY48ZK,THE PRINCE'S NANNY
B003M5IP2A,B003M5IP2A,Belonging to Them (The Daly Way)
B003M5IQ88,B003M5IQ88,Exiled to Iowa. Send Help. And Couture
B003M68WIQ,B003M68WIQ,Into the Grae
B003M68X6C,B003M68X6C,Faith
B003MAK5CI,B003MAK5CI,By the Book
B003MAK5CS,B003MAK5CS,Winter Madness
B003MAK5XC,B003MAK5XC,Cathy's Angel
B003MAK66S,B003MAK66S,A Hero for Jessica
B003MAK67M,B003MAK67M,Choices
B003MAK6EK,B003MAK6EK,Relationship Rescue
B003MAK9BA,B003MAK9BA,Smuggler of the Heart
B003MC5D6O,B003MC5D6O,"The Fishing Trip: A Trial by Water, Execution and a  Deliverance of Retribution"
B003MGK8X8,B003MGK8X8,Restoring Hope (Native American Romance Series Book 1)
B003MGK8YM,B003MGK8YM,Not Telling
B003MGKWIE,B003MGKWIE,Mistress Murders (Jim Richards Murder Novels Book 4)
B003MNGE84,B003MNGE84,Evolussion (Book Two: Infinion Series 2)
B003MQMPLQ,B003MQMPLQ,What Luck!
B003MQMRAU,B003MQMRAU,The Trophy Hunter
B003MVZLWG,B003MVZLWG,Hell Razor Honeys 2 (The Cartel Publications Presents)
B003MZ0OTM,B003MZ0OTM,The Ties that Bind
B003N2QB4Q,B003N2QB4Q,Death Rhythm
B003N2QTTS,B003N2QTTS,Along Came Love- Book 4 of the Travers Brothers (The Travers Brothers Series)
B003N2QUZG,B003N2QUZG,Winter's Passage (The Iron Fey)
B003N2QV46,B003N2QV46,Ghost Memories: Prequel to the Bone Island Trilogy
B003NHRDIY,B003NHRDIY,Universal Mysteries
B003NHSTZ0,B003NHSTZ0,Moon Child's Wish [Moon Child Series Book 1]
B003NNUX9Y,B003NNUX9Y,Stand To... A Journey to Manhood
B003NNV0DW,B003NNV0DW,"The White Knight (The Trinity Saga, Book 2)"
B003NNV10O,B003NNV10O,Kafka's House
B003NSBPJQ,B003NSBPJQ,Loss Leader
B003NSC644,B003NSC644,The Planet Savers (Annotated) (Darkover Book 1)
B003NUQOW2,B003NUQOW2,THE MENTOR (legal/political thriller)
B003NUQQMK,B003NUQQMK,"BEYOND MALICE (legal thriller, thriller)"
B003NX7BR6,B003NX7BR6,Miss Foster's Folly
B003NX7BRG,B003NX7BRG,The Panther's Lair
B003NX7BRQ,B003NX7BRQ,Parker's Price
B003NX7BT4,B003NX7BT4,Coin Operated (Dirty Laundry)
B003NX7BTO,B003NX7BTO,Song of Seduction
B003NX7BUI,B003NX7BUI,Consent to the Cowboy
B003NX7BW6,B003NX7BW6,Criminal Instinct
B003NX7BWG,B003NX7BWG,Motor City Fae (Urban Arcana)
B003NX7BWQ,B003NX7BWQ,The Bloodgate Guardian
B003NX7BZ8,B003NX7BZ8,Life After Joe
B003NX7C0M,B003NX7C0M,Alien Revealed
B003NX7C20,B003NX7C20,Allegra Fairweather: Paranormal Investigator
B003O85X8E,B003O85X8E,L.A. Caveman
B003O85YEM,B003O85YEM,A Touch of Deceit (A Nick Bracco Thriller Book 1)
B003O86R5M,B003O86R5M,The Robert E. Howard Omnibus: 99 Collected Stories (Halcyon Classics)
B003ODI7Z0,B003ODI7Z0,Bonesetter (Bonesetter series Book 1)
B003ODIWZU,B003ODIWZU,The Devilin Fey
B003ODIYS0,B003ODIYS0,Operation Spider Web (An MP-5 CIA Series Thriller Book 3)
B003OIBG0I,B003OIBG0I,Spinward Fringe Broadcast 5: Fracture
B003OIBG30,B003OIBG30,Spinward Fringe Broadcast 1: Resurrection
B003OIBGSU,B003OIBGSU,Spinward Fringe Broadcast 3: Triton
B003OIBH8O,B003OIBH8O,Reaper's Dozen: 12 Tales of Crime & Suspense
B003OIBNDI,B003OIBNDI,Crescent Rising (Ryan Black Thriller Book 1)
B003OICBM0,B003OICBM0,How Do I Get Out Of Here?
B003OICBMA,B003OICBMA,The Beginning: The Legend of Oescienne (Book Two)
B003OQUOFI,B003OQUOFI,Powerless: The Synthesis
B003OQUQH4,B003OQUQH4,"Sweet Companion: A Sweet, Clean Regency Romance"
B003OUXDE8,B003OUXDE8,Maisy May
B003OYIA6A,B003OYIA6A,"Eros, Philia, Agape: A Tor.Com Original"
B003OYIA6K,B003OYIA6K,Overtime: A Tor.Com Original (Laundry Files)
B003OYIA74,B003OYIA74,A Memory of Wind: A Tor.Com Original
B003OYIGFU,B003OYIGFU,Shadow of Reality (An Elizabeth and Richard Mystery Book 1)
B003P2VFIG,B003P2VFIG,Saying Goodbye to the Sun
B003P2VGAI,B003P2VGAI,In The Hood ( Formally Titled ZipCodez): A Watts and Compton Love Affair
B003P2VH98,B003P2VH98,Courtesan
B003P2VJWI,B003P2VJWI,Dark Dream: A Novella (The 'Dark' Carpathian Book 7)
B003PDMQLU,B003PDMQLU,Bridezilla Murders (Jim Richards Murder Novels Book 5)
B003PDN7EK,B003PDN7EK,"Once Upon A Christmas: A Sweet, Clean Regency Romance"
B003PDN7T0,B003PDN7T0,In the Manor of the Ghost
B003PJ7BVY,B003PJ7BVY,The Return: A Novel of Vietnam
B003PJ7C90,B003PJ7C90,Satisifed
B003PJ7CCM,B003PJ7CCM,Hearts Crossing Ranch
B003PJ7CGI,B003PJ7CGI,Made-For-TV Murders (Jim Richards Murder Novels Book 8)
B003PJ7CRC,B003PJ7CRC,Incubus Master: Captured 1
B003PPDAOA,B003PPDAOA,The Italian's Bedroom Deal
B003PPDAXQ,B003PPDAXQ,Out of Position
B003PPDB12,B003PPDB12,The Wayward Apprentice (A Stephen Attebrook mystery Book 1)
B003PPDB8K,B003PPDB8K,No Good Deed: A Psychological Thriller (The Mark Taylor Series Book 1)
B003PPDGQ2,B003PPDGQ2,The Lake and 17 Other Stories
B003PPDHTI,B003PPDHTI,"A Bewitching Minx: A Sweet, Clean Regency Romance"
B003PPDIS8,B003PPDIS8,Mystery Cruise Murders (Jim Richards Murder Novels Book 9)
B003QCIQ14,B003QCIQ14,"Something to Read on the Plane (A Bit of Light Literature, Short Stories & Other Fun Stuff)"
B003QHZMNE,B003QHZMNE,Ariel's Pet [An Invitation 2]
B003QHZO9G,B003QHZO9G,"The Good, the Bad, and the Naughty"
B003QTDKXQ,B003QTDKXQ,Troublesome Creek
B003R4ZOP2,B003R4ZOP2,Endless Fear
B003R509W4,B003R509W4,Heart of the Dreaming
B003R7L3FO,B003R7L3FO,People of Babel (Ark Chronicles Book 3)
B003R7L3QI,B003R7L3QI,People of the Tower (Ark Chronicles Book 4)
B003R7L6HO,B003R7L6HO,Fallen Blood (The Fallen Book 1)
B003R7L7N2,B003R7L7N2,People of the Ark (Ark Chronicles Book 1)
B003R7L9CG,B003R7L9CG,RENDEZVOUS (Nieva Claiborne Series Book 1)
B003R7LCRI,B003R7LCRI,Kansas Heat [The Jenny Penn Collection] (Siren Publishing Menage Everlasting)
B003RCJCQ6,B003RCJCQ6,His Sub's Submissive [Club Esoteria 1] (Siren Publishing Menage Amour)
B003RISNRE,B003RISNRE,"The King, His Son, Their Sorcerer and His Lover (Vengar the Barbarian Book 1)"
B003RITJNQ,B003RITJNQ,"Mystique Rising (formerly Let Us Play, A Rock 'n Roll Love Story)"
B003RITJSQ,B003RITJSQ,Unnatural: Smart Strong Deadly (Great Minds Thriller Book 1)
B003RITRII,B003RITRII,The Hero
B003RWS550,B003RWS550,Z-WORLD
B003RWS5Q4,B003RWS5Q4,Perfect Crime
B003RWS5TQ,B003RWS5TQ,Ossendar: Book Two of the Restoration Series
B003S9VNLA,B003S9VNLA,The Telescope Builder
B003SE7K12,B003SE7K12,Amber Magic (Haven Series #1)
B003SE7K4O,B003SE7K4O,Pump Me Up (Work Out Series Book 2)
B003SE7K5S,B003SE7K5S,Sky Magic (Haven Series #2)
B003SE7K6W,B003SE7K6W,Shadow Magic (Haven Series #3)
B003SE7LPW,B003SE7LPW,The Twiller
B003SHDUBI,B003SHDUBI,"Framed For Love: (Deal for Love, Book 2) (Love Series)"
B003SNJVH4,B003SNJVH4,Star Soldier (Doom Star Book 1)
B003SX158W,B003SX158W,Everything Changes
B003T0G6QK,B003T0G6QK,Betrayed
B003T0G6QU,B003T0G6QU,Presumed Dead (A Dylan Scott Mystery)
B003T0G6RY,B003T0G6RY,CaddyGirls
B003T0GERQ,B003T0GERQ,Past Tense
B003T0GFZC,B003T0GFZC,Remember Love Redux
B003T0GI0E,B003T0GI0E,"Lily White Rose Red: Grey Randall, Private Dick Casefile #1"
B003T0H5VK,B003T0H5VK,Spyware
B003T0H93E,B003T0H93E,Bio Weapon (Doom Star Book 2)
B003T0HFU6,B003T0HFU6,Sleepwalker
B003T9US5Q,B003T9US5Q,Bottled Up (Bottled Up Stories Book 2)
B003T9UTQ4,B003T9UTQ4,Regression
B003T9V9A4,B003T9V9A4,Summa Theologica (Complete & Unabridged)
B003TFE6RG,B003TFE6RG,A Week of Pleasure
B003TFE770,B003TFE770,Jude in Chains
B003TFE82E,B003TFE82E,Impacted! (Bay Area Professionals Book 1)
B003TFE8WE,B003TFE8WE,If I Must
B003TFEPKE,B003TFEPKE,The Sweetest Tattoo
B003TLMKQE,B003TLMKQE,Take My Picture
B003TLMMMQ,B003TLMMMQ,The Diamond Heartstone
B003TLMNA2,B003TLMNA2,The Letter Z (Coda Series Book 3)
B003TO5CF2,B003TO5CF2,Street Life to Housewife: The roux in the gumbo series
B003TO5GMQ,B003TO5GMQ,Uncorked (Bottled Up Stories Book 3)
B003TO5HLQ,B003TO5HLQ,The Guardian
B003TO6LT8,B003TO6LT8,Childebride Island
B003TU1YGC,B003TU1YGC,Imperfect
B003TU20I8,B003TU20I8,"Have Gun, Will Play (A Mick and Casey Mystery)"
B003TU22OK,B003TU22OK,Endeavor in Time
B003TU24ZW,B003TU24ZW,Spot Me
B003TU271I,B003TU271I,Truth in the Dark
B003TU2I7G,B003TU2I7G,Cheating Chance (Taking the Odds Book 1)
B003TXS6GA,B003TXS6GA,Cries in the Dark
B003TXS7WS,B003TXS7WS,Relatively Famous
B003TXS9CQ,B003TXS9CQ,Monster in the Mirror and other Short Stories - Includes Extended Previews of Super Zombie Juice Mega Bomb and The Little Wooden Chair
B003TZLLEW,B003TZLLEW,Waves of Regret
B003TZLM3M,B003TZLM3M,KILLER (A Jack Rhodes Mystery Book 1)
B003TZLMOG,B003TZLMOG,Cattle Valley: All Play & No Work
B003TZLMWI,B003TZLMWI,Cattle Valley Mistletoe
B003TZLWYQ,B003TZLWYQ,Chunneling Through Forty
B003TZM6QO,B003TZM6QO,A Dragon's Promise (The Paladin Dragons Book 1)
B003U2RSLO,B003U2RSLO,The Cemetery Vote
B003U2RTBS,B003U2RTBS,The Psychology of Jury Selection
B003U2RVDY,B003U2RVDY,Have You Seen Her?
B003U4VIXQ,B003U4VIXQ,"Timbuk2 Nylon Kindle Envelope Sleeve (Fits Kindle Keyboard), Black"
B003U4W4YS,B003U4W4YS,BETRAYAL (Historical Romantic Suspense) (Historical Romance)
B003U4W7YU,B003U4W7YU,Behold the Child
B003U4WB7I,B003U4WB7I,Bah!  Humbug:  A Jeff Resnick Mysteries Companion Story (A Jeff Resnick Mystery Book 2)
B003U6Z7JK,B003U6Z7JK,Remote Control
B003U89RS0,B003U89RS0,"No One Lives Twice: A Lexi Carmichael Mystery, Book One: A humorous geek girl mystery"
B003U89RYY,B003U89RYY,What She Needs
B003U89S66,B003U89S66,Fair Game (All's Fair Book 1)
B003U89S8O,B003U89S8O,Coming Clean (Dirty Laundry)
B003U89SIE,B003U89SIE,The Sergeant's Lady
B003U89SO8,B003U89SO8,The Lion of Kent
B003UBTM1Y,B003UBTM1Y,Stolen Silver (Valdemar)
B003UBTOXU,B003UBTOXU,THE DREAM CHILD
B003UBTVSI,B003UBTVSI,French Fried: one man's move to France with too many animals and an identity thief
B003UBTWDM,B003UBTWDM,The Prophet Motive
B003UBTYZI,B003UBTYZI,Caught By the Master [Club Esoteria 2] (Siren Publishing Classic)
B003UD7VOC,B003UD7VOC,KEEPING STRONG: The Flossie Turner Lewis Story
B003UHU3FW,B003UHU3FW,In Sunshine or In Shadow
B003UHVQ5S,B003UHVQ5S,The Billionaire's Gamble
B003UHVS9C,B003UHVS9C,"Sacred Secrets, A Jacody Ives Mystery (Jacody Ives Mysteries Book 2)"
B003UHVTSW,B003UHVTSW,The Complete Father Brown Mysteries ($.99 Mystery Classics)
B003UHVV44,B003UHVV44,The Tree of Life (Lost Civilizations: 3)
B003UHVV9Y,B003UHVV9Y,Leviathan (Lost Civilizations: 2)
B003UHVVBC,B003UHVVBC,Giants (Lost Civilizations Book 1)
B003UHVVHG,B003UHVVHG,Gog (Lost Civilizations: 4)
B003UHW0IK,B003UHW0IK,Cattle Valley: Sweet Topping
B003UNJZY6,B003UNJZY6,The Virgin King: A Novel
B003UNKZSQ,B003UNKZSQ,A Lesson in Forgiveness (Lesson Series Book 2)
B003UNL8Q4,B003UNL8Q4,Foreteller: Part of the Crime After Time Collection
B003UNL8UU,B003UNL8UU,RISKY GAMBLE: The Michaels Family
B003UNL97C,B003UNL97C,Holy Bible: Easy-to-Read Version
B003UNL98G,B003UNL98G,Killing Trail
B003UNLJZE,B003UNLJZE,Seven Stories
B003UNLMV0,B003UNLMV0,WALKING INTO MURDER (The Professor Laura Morland Mystery Series)
B003URRNMS,B003URRNMS,Pandora's Gift
B003URRNR8,B003URRNR8,Noose
B003URRRCE,B003URRRCE,Unwrapped
B003URRRRE,B003URRRRE,My Vampire and I
B003URRSQE,B003URRSQE,Five Uneasy Pieces
B003UV8M1A,B003UV8M1A,"Signed, Sealed & Delivered"
B003UV8XVE,B003UV8XVE,"Kidnap and Kink (BDSM Romance) (Taboo Wishes Series, Book Two) by Brynn Paulin"
B003UV8ZBW,B003UV8ZBW,"Marrick's Promise (BDSM Male/Male Paranormal Romance) (Thrown to the Lions Series, Book Two) by Kim Dare"
B003UV8ZDU,B003UV8ZDU,Sweet Tea (The Tea Series Book 2)
B003UV98M2,B003UV98M2,Crossing the Line: USMC Military Romance
B003UYUVVG,B003UYUVVG,"Excuse Me, Miss (EMM Book 1)"
B003UYUWE2,B003UYUWE2,"Exiles: The Progenitor Trilogy, Book One"
B003UYUWYW,B003UYUWYW,Silent Scream
B003V4B4GQ,B003V4B4GQ,Firstborn: A Tor.Com Original
B003V4B4IO,B003V4B4IO,Down on the Farm: A Tor.Com Original (Laundry Files)
B003V4B4PM,B003V4B4PM,After the Coup: A Tor.Com Original (Old Man's War)
B003V4B6CI,B003V4B6CI,The Morrigna: Paranormal Mystery (The Maurin Kincaide Series Book 1)
B003V8BGDI,B003V8BGDI,The Contract Bride
B003V8BGP6,B003V8BGP6,Dragon Magic (Haven Series #4)
B003V8BHB4,B003V8BHB4,Safe Landing
B003V8BHNM,B003V8BHNM,Getting Thin By Tuning In - Follow Your Hunger to the Body of Your Dreams! (Book One)
B003VD1EAI,B003VD1EAI,"First, Kill All The Lawyers (The Cleary Case Files Book 1)"
B003VD1EC6,B003VD1EC6,Two Kill Again (The Cleary Case Files Book 2)
B003VD21S2,B003VD21S2,RIVER'S EDGE (Ozark Mountains Stories Book 2)
B003VD22KY,B003VD22KY,Exodus Of The Phoenix
B003VIWOTS,B003VIWOTS,The Mighty Hunter (Lords of the Abyss Book 1)
B003VIWQIM,B003VIWQIM,Sleeping with the Enemy's Daughter (Downing Brothers Book 1)
B003VIWUMO,B003VIWUMO,Gaydar (G-A-Y)
B003VIX1IG,B003VIX1IG,Lost Without You
B003VP9X7M,B003VP9X7M,Beneath the Neon Moon
B003VPA02O,B003VPA02O,A Marriage of Convenience
B003VRZJDW,B003VRZJDW,NASTY LITTLE F!#*ERS
B003VRZR98,B003VRZR98,Children's Bible Comic Book Kings and prophets
B003VS0E40,B003VS0E40,S&M; 101
B003VS0ES6,B003VS0ES6,Cruel Music: A Tito Amato Mystery (Tito Amato Series Book 3)
B003VS0ITQ,B003VS0ITQ,All The Lonely People
B003VTZTUI,B003VTZTUI,Dead Moon Rising [The American Heroes Collection] (Siren Publishing Menage Everlasting)
B003VTZVRY,B003VTZVRY,Scar Tissue: Seven Stories of Love and Wounds
B003VTZXAY,B003VTZXAY,Dream War
B003VTZZNO,B003VTZZNO,Beneath The Shining Mountains
B003VWC0X4,B003VWC0X4,Who's Afraid of the Big Bad Wolf [Wolf Creek Pack 6] (Siren Publishing Menage Amour ManLove)
B003VWCCTQ,B003VWCCTQ,N19ETEEN (A Digital Short)(Medical Thriller)
B003VYBFZQ,B003VYBFZQ,Cruise Ship Tricks [article]
B003VYBRH2,B003VYBRH2,21st Street...Straight Outta Zompton
B003VYBSVC,B003VYBSVC,Sunburn
B003VYC7BM,B003VYC7BM,LIE LIKE A WOMAN: A Bree and Richard Matthews Mystery
B003VYCAKK,B003VYCAKK,An Outback Chance
B003WEA02O,B003WEA02O,The Great Pagan Army
B003WEAAZ6,B003WEAAZ6,French Kiss [A BWWM Novella]: Adult Edition (Love is Everything Book 3)
B003WEACS6,B003WEACS6,Spinward Fringe Broadcast 6: Fragments
B003WJRHKW,B003WJRHKW,Jailbreak
B003WJRICE,B003WJRICE,Zombie Bits
B003WJRJ4Q,B003WJRJ4Q,Crazy For You (A Controversial Romance)
B003WMA5P8,B003WMA5P8,Raggedy Ann Heart
B003WQARMA,B003WQARMA,"Past Due (Past Series, Book 1)"
B003WQAU6I,B003WQAU6I,Z is for Zombie
B003WQBD96,B003WQBD96,The Ghost Of A Flea
B003WQBDU0,B003WQBDU0,The Jump
B003WQBDX2,B003WQBDX2,The Witch and the Wolf
B003WQBG0C,B003WQBG0C,A Stray Drop of Blood
B003WQBINM,B003WQBINM,CHINA ROSE
B003X27R26,B003X27R26,Justice For The Damned: A Medieval Mystery #4 (Medieval Mysteries)
B003X27XVG,B003X27XVG,The Other Boyfriend
B003X4KW3A,B003X4KW3A,Secret Thunder (Lords of Conquest)
B003X4KXR0,B003X4KXR0,A Different Angle
B003X4M6R0,B003X4M6R0,Damaged: Natalie's Story
B003X4M6SY,B003X4M6SY,The Cleaner (River City Short Stories Book 3)
B003X4M6UM,B003X4M6UM,No Good Deed (River City Short Stories Book 2)
B003X4M82I,B003X4M82I,A Place of Rest
B003X4M9F4,B003X4M9F4,War and Peace
B003X976CA,B003X976CA,The Prince (Annotated with Summary/Study Guide)
B003X97724,B003X97724,Superhero
B003XCLUNI,B003XCLUNI,The Pearl Heartstone (Heartstone Series Book 2)
B003XCLV8C,B003XCLV8C,Beyond Armageddon
B003XF1DXC,B003XF1DXC,Free Kindle Books and How to Find Them
B003XIIZX0,B003XIIZX0,The Night of Knives
B003XIJ5X4,B003XIJ5X4,Lover by Chance
B003XKNDYO,B003XKNDYO,Matthew Henry's Concise Commentary on the Bible - Enhanced Version
B003XKNG3W,B003XKNG3W,Skeletons in the Closet & Other Creepy Stories
B003XKNGGO,B003XKNGGO,Iron and Hemlock (Gargoyle Series Book 1)
B003XKNGI2,B003XKNGI2,Mahogany Rock Falls (Rachel Myers Murder Mysteries Book 8)
B003XNTU3Y,B003XNTU3Y,"Corporate Seduction (Interracial Romance, Book One of Corporate Heat)"
B003XNTYUS,B003XNTYUS,For All The Right Reasons (Band Of Brothers Book 1)
B003XNTZ20,B003XNTZ20,The Devil in the Woods
B003XNTZE8,B003XNTZE8,Truthful Change
B003XNTZMA,B003XNTZMA,His Hearth (The Warder Series Book 1)
B003XRDC0W,B003XRDC0W,Reno's Chance: A Navy Seals Story (Tempting Navy SEALs Book 1)
B003XRE5LM,B003XRE5LM,Down the Drain
B003XRE5NA,B003XRE5NA,"Marti Talbott's Highlander Series 2 (Maree, Gillie, Jessup & Glenna)"
B003XRE5S0,B003XRE5S0,"Marti Talbott's Highlander Series 3 (Taral, Ralin, Steppen, Edana & Slava)"
B003XRE5SA,B003XRE5SA,"Marti Talbott's Highlander Series 4 (Bethia, Alison, Kadick & Glorie)"
B003XRELZ2,B003XRELZ2,The House of Dr. Edwardes (RosettaBooks Into Film)
B003XREYYU,B003XREYYU,Arena Station
B003XREZDK,B003XREZDK,Enthralled
B003XREZLM,B003XREZLM,Gnomes of Suburbia (Nexus Chronicle Book 1)
B003XRF1CO,B003XRF1CO,His to Possess
B003XT5DSY,B003XT5DSY,Freak Factor - Sector Guard book 1
B003XT5R6M,B003XT5R6M,Kidnap (The Billionaire Series Book 1)
B003XT5RV2,B003XT5RV2,"Marti Talbott's Highlander Series 5 (Clare, Dolee, Catlin & Lasha)"
B003XVYGVM,B003XVYGVM,PELGRAFF
B003XVYGXK,B003XVYGXK,Iced
B003XVYH20,B003XVYH20,In His Sight
B003XVYHHK,B003XVYHHK,The Devil's Hour (Laura Cardinal Series Book 3)
B003XVYJ2S,B003XVYJ2S,DEAD(ish)
B003XVYLEO,B003XVYLEO,The Playground (Singles Classic)
B003XYE8K8,B003XYE8K8,Killing Time
B003XYE9AM,B003XYE9AM,The Guardians
B003XYEBZU,B003XYEBZU,Scion
B003XYEUQ0,B003XYEUQ0,Breeder
B003XYEV64,B003XYEV64,Night Raven
B003XYEWF4,B003XYEWF4,Of Unknown Origins: Wolf
B003XYFN5M,B003XYFN5M,DATING MY VIBRATOR (and other true fiction)
B003XYFPVO,B003XYFPVO,The Jew with the Iron Cross
B003Y3BPSQ,B003Y3BPSQ,Cinderella in Cleats
B003Y3BQ2G,B003Y3BQ2G,Lady Sophie's Midnight Seduction: short erotic historical romance
B003Y5H7BI,B003Y5H7BI,Rubies and Other Gems
B003Y5H8FI,B003Y5H8FI,Bye Bye Baby (a Detective Frank Collins police thriller)
B003Y5H8S0,B003Y5H8S0,All For Aaron
B003Y5HCOU,B003Y5HCOU,Delphine Publications Presents Between the Sheets
B003Y5HDGC,B003Y5HDGC,Everything But The Squeal (Simeon Grist #2) (Simeon Grist Mystery Book 3)
B003Y74HVY,B003Y74HVY,The Guardian's Apprentice (Beyond the Veil Book 1)
B003Y8XMQY,B003Y8XMQY,The Killing Moon
B003Y8XO30,B003Y8XO30,11:59
B003Y8XPMA,B003Y8XPMA,Till Kingdom Come
B003YCPFMO,B003YCPFMO,A Hard Bargain: A Madeleine Maclin Mystery (Madeleine Maclin Series Book 2)
B003YCPG32,B003YCPG32,Prolonged Exposure (Bill Gastner #6) (Posadas County Mysteries)
B003YCPM18,B003YCPM18,Sinema: The Northumberland Massacre
B003YDXKB6,B003YDXKB6,Passengers to Zeta Nine (Peter Salisbury's Passengers Series Book 2)
B003YDXLJC,B003YDXLJC,To Cast The First Spell (The Maestro Chronicles Book 1)
B003YH9LP6,B003YH9LP6,"Waiter, There's a Clue In My Soup! Five Mystery Stories"
B003YH9M3M,B003YH9M3M,The Witch's Tale (Sister Frevisse Medieval Mysteries)
B003YJEKVY,B003YJEKVY,The Keeper
B003YL4AJE,B003YL4AJE,An Artificial Night (October Daye Series Book 3)
B003YL4FVM,B003YL4FVM,The Tycoon's Seduction Plan
B003YL4KQ2,B003YL4KQ2,Why They Fought: The Real Reason for the Civil War (Kindle Single)
B003YOSC3Q,B003YOSC3Q,Behind Blue Eyes (The Last Werewolf Hunter Series Book 2)
B003YOSC54,B003YOSC54,Daphne and The Mysterious Girls Secret Bathroom Society
B003YOSCNQ,B003YOSCNQ,11 Science Fiction Stories
B003YOSEHA,B003YOSEHA,Virgin Blood
B003YOSWYK,B003YOSWYK,Midnight My Love
B003YOSXLW,B003YOSXLW,Gold And Fishes
B003YOSYHK,B003YOSYHK,The Little Rock Messenger
B003YOSYYS,B003YOSYYS,Christmas Spirits: The Gift
B003YRIKL2,B003YRIKL2,Broken Wings (Starfire Angels: Dark Angel Chronicles Book 2)
B003YRIKLM,B003YRIKLM,Miss Mary Pennynickle's Tales of Torment for Toddlers
B003YRIL52,B003YRIL52,"No Commitment Required (Naughty Girls, Inc.)"
B003YRIR24,B003YRIR24,22 Steps to the Light of Your Soul
B003YUCBTG,B003YUCBTG,The First Dragoneer: 2016 Modernized Format Edition (Dragoneers Saga)
B003YUCCDG,B003YUCCDG,The Living Image
B003YUCCVS,B003YUCCVS,Misplaced Devotion
B003YUCEE8,B003YUCEE8,The Kidnapping: An Ian Rutledge Original Short Story with Bonus Content (Inspector Ian Rutledge)
B003YUCRG8,B003YUCRG8,NEXT TIME LUCKY: Lessons of a Matchmaker
B003Z0CUJG,B003Z0CUJG,LETTING GO: Shawna's Story
B003Z0D08G,B003Z0D08G,The Mark of an Alpha (Pack Discipline Book 1)
B003Z0D1U8,B003Z0D1U8,Unbound Surrender: Homecoming
B003Z0D2HK,B003Z0D2HK,The Black God's War: A Novella Introducing a new Epic Fantasy
B003Z4JK9U,B003Z4JK9U,The Death of Joan of Arc: A Lost Story from the Secrets of the Immortal Nicholas Flamel
B003Z4K0EY,B003Z4K0EY,Surprising Darcy
